id,province_th,district_th,sub_district_th,province_en,district_en,sub_district_en,latitude,longitude,lat_direction,lon_direction,lat_raw,lon_raw
172,กาฬสินธุ์,เมืองกาฬสินธุ์,,Kalasin,Mueang Kalasin,,16.433333,103.616667,N,E,16.26N,103.37E
173,กาฬสินธุ์,ยางตลาด,,Kalasin,Yang Talat,,16.45,103.316667,N,E,16.27N,103.19E
174,กาฬสินธุ์,ร่องคำ,,Kalasin,Rong Kham,,16.3,103.733333,N,E,16.18N,103.44E
175,กาฬสินธุ์,สมเด็จ,,Kalasin,Somdet,,16.833333,103.783333,N,E,16.50N,103.47E
176,กาฬสินธุ์,สหัสขันธ์,,Kalasin,Sahatsakhan,,16.716667,103.583333,N,E,16.43N,103.35E
177,กาฬสินธุ์,หนองกุงศรี,,Kalasin,Nong Kung Si,,16.75,103.333333,N,E,16.45N,103.20E
178,กาฬสินธุ์,ห้วยผึ้ง,,Kalasin,Huai Phueng,,16.633333,103.9,N,E,16.38N,103.54E
179,กาฬสินธุ์,ห้วยเม็ก,,Kalasin,Huai Mek,,16.583333,103.266667,N,E,16.35N,103.16E
180,กำแพงเพชร,ขาณุวรลักษบุรี,,Kamphaeng Phet,Khanu Woralaksaburi,,16.083333,99.75,N,E,16.05N,99.45E
181,กำแพงเพชร,คลองขลุง,,Kamphaeng Phet,Khlong Khlung,,16.216667,99.666667,N,E,16.13N,99.40E
182,กำแพงเพชร,คลองลาน,,Kamphaeng Phet,Khlong Lan,,16.166667,99.25,N,E,16.10N,99.15E
183,กำแพงเพชร,ทุ่งทราย,,Kamphaeng Phet,Thung Sai,,16.333333,99.883333,N,E,16.20N,99.53E
184,กำแพงเพชร,ไทรงาม,,Kamphaeng Phet,Sai Ngam,,16.416667,99.85,N,E,16.25N,99.51E
185,กำแพงเพชร,บึงสามัคคี,,Kamphaeng Phet,Bueng Samakkhi,,16.216667,99.966667,N,E,16.13N,99.58E
186,กำแพงเพชร,พรานกระต่าย,,Kamphaeng Phet,Phran Kratai,,16.733333,99.483333,N,E,16.44N,99.29E
187,กำแพงเพชร,เมืองกำแพงเพชร,,Kamphaeng Phet,Mueang Kamphaeng Phet,,16.45,99.5,N,E,16.27N,99.30E
188,กำแพงเพชร,ลานกระบือ,,Kamphaeng Phet,Lan Krabue,,16.566667,99.883333,N,E,16.34N,99.53E
189,ขอนแก่น,กระนวน,,Khon Kaen,Kranuan,,16.666667,103.083333,N,E,16.40N,103.05E
190,ขอนแก่น,เขาสวนกวาง,,Khon Kaen,Khao Suan Kwang,,16.833333,102.85,N,E,16.50N,102.51E
191,ขอนแก่น,ชนบท,,Khon Kaen,Chonnabot,,15.966667,102.533333,N,E,15.58N,102.32E
192,ขอนแก่น,ชุมแพ,,Khon Kaen,Chum Phae,,16.516667,102.166667,N,E,16.31N,102.10E
193,ขอนแก่น,ซำสูง,,Khon Kaen,Sam Sung,,16.616667,103.1,N,E,16.37N,103.06E
194,ขอนแก่น,น้ำพอง,,Khon Kaen,Nam Phong,,16.75,102.866667,N,E,16.45N,102.52E
195,ขอนแก่น,บ้านไผ่,,Khon Kaen,Ban Phai,,16.0,102.75,N,E,16.00N,102.45E
196,ขอนแก่น,บ้านฝาง,,Khon Kaen,Ban Fang,,16.4,102.616667,N,E,16.24N,102.37E
197,ขอนแก่น,เปือยน้อย,,Khon Kaen,Pueai Noi,,15.866667,102.85,N,E,15.52N,102.51E
198,ขอนแก่น,พระยืน,,Khon Kaen,Phra Yuen,,16.333333,102.633333,N,E,16.20N,102.38E
199,ขอนแก่น,พล,,Khon Kaen,Phon,,15.766667,102.566667,N,E,15.46N,102.34E
200,ขอนแก่น,ภูผาม่าน,,Khon Kaen,Phu Pha Man,,16.666667,101.85,N,E,16.40N,101.51E
201,ขอนแก่น,ภูเวียง,,Khon Kaen,Phu Wiang,,16.616667,102.366667,N,E,16.37N,102.22E
202,ขอนแก่น,มัญจาคีรี,,Khon Kaen,Mancha Khiri,,16.183333,102.533333,N,E,16.11N,102.32E
203,ขอนแก่น,เมืองขอนแก่น,,Khon Kaen,Mueang Khon Kaen,,16.516667,102.8,N,E,16.31N,102.48E
204,ขอนแก่น,แวงน้อย,,Khon Kaen,Waeng Noi,,15.816667,102.416667,N,E,15.49N,102.25E
205,ขอนแก่น,แวงใหญ่,,Khon Kaen,Waeng Yai,,15.916667,102.466667,N,E,15.55N,102.28E
206,ขอนแก่น,สีชมพู,,Khon Kaen,Si Chomphu,,16.783333,102.133333,N,E,16.47N,102.08E
207,ขอนแก่น,หนองเรือ,,Khon Kaen,Nong Ruea,,16.483333,102.433333,N,E,16.29N,102.26E
208,ขอนแก่น,หนองสองห้อง,,Khon Kaen,Nong Song Hong,,15.783333,102.783333,N,E,15.47N,102.47E
209,ขอนแก่น,อุบลรัตน์,,Khon Kaen,Ubolratana,,16.683333,102.666667,N,E,16.41N,102.40E
210,จันทบุรี,แก่งหางแมว,,Chanthaburi,Kaeng Hang Maeo,,13.166667,101.883333,N,E,13.10N,101.53E
211,จันทบุรี,ขลุง,,Chanthaburi,Khlung,,12.45,102.25,N,E,12.27N,102.15E
212,จันทบุรี,เขาคิชฌกูฎ,,Chanthaburi,Khao Khitchakut,,12.783333,102.083333,N,E,12.47N,102.05E
213,จันทบุรี,ท่าใหม่,,Chanthaburi,Tha Mai,,12.733333,102.016667,N,E,12.44N,102.01E
214,จันทบุรี,นายายอาม,,Chanthaburi,Na Yai Am,,12.7,101.85,N,E,12.42N,101.51E
215,จันทบุรี,โป่งน้ำร้อน,,Chanthaburi,Pong Nam Ron,,12.966667,102.333333,N,E,12.58N,102.20E
216,จันทบุรี,มะขาม,,Chanthaburi,Makham,,12.75,102.2,N,E,12.45N,102.12E
217,จันทบุรี,เมืองจันทบุรี,,Chanthaburi,Mueang Chanthaburi,,12.55,102.116667,N,E,12.33N,102.07E
218,จันทบุรี,สอยดาว,,Chanthaburi,Soi Dao,,13.216667,102.216667,N,E,13.13N,102.13E
219,จันทบุรี,แหลมสิงห์,,Chanthaburi,Laem Sing,,12.516667,102.083333,N,E,12.31N,102.05E
220,ฉะเชิงเทรา,คลองเขื่อน,,Chachoengsao,Khlong Khuean,,13.766667,101.166667,N,E,13.46N,101.10E
221,ฉะเชิงเทรา,ท่าตะเกียบ,,Chachoengsao,Tha Takiap,,13.4,101.766667,N,E,13.24N,101.46E
222,ฉะเชิงเทรา,บางคล้า,,Chachoengsao,Bang Khla,,13.7,101.216667,N,E,13.42N,101.13E
223,ฉะเชิงเทรา,บางน้ำเปรี้ยว,,Chachoengsao,Bang Nam Priao,,13.9,101.033333,N,E,13.54N,101.02E
224,ฉะเชิงเทรา,บางปะกง,,Chachoengsao,Bang Pakong,,13.533333,100.966667,N,E,13.32N,100.58E
225,ฉะเชิงเทรา,บ้านโพธิ์,,Chachoengsao,Ban Pho,,13.616667,101.116667,N,E,13.37N,101.07E
226,ฉะเชิงเทรา,แปลงยาว,,Chachoengsao,Plaeng Yao,,13.616667,101.3,N,E,13.37N,101.18E
227,ฉะเชิงเทรา,พนมสารคาม,,Chachoengsao,Phanom Sarakham,,13.766667,101.433333,N,E,13.46N,101.26E
228,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,,Chachoengsao,Mueang Chachoengsao,,13.716667,101.0,N,E,13.43N,101.00E
229,ฉะเชิงเทรา,ราชสาส์น,,Chachoengsao,Ratchasan,,13.8,101.283333,N,E,13.48N,101.17E
230,ฉะเชิงเทรา,สนามชัยเขต,,Chachoengsao,Sanam Chai Khet,,13.666667,101.7,N,E,13.40N,101.42E
231,ชลบุรี,เกาะจันทร์,,Chon Buri,Ko Chan,,13.383333,101.316667,N,E,13.23N,101.19E
232,ชลบุรี,เกาะสีชัง,,Chon Buri,Ko Si Chang,,13.133333,100.816667,N,E,13.08N,100.49E
233,ชลบุรี,บ่อทอง,,Chon Buri,Bo Thong,,13.283333,101.466667,N,E,13.17N,101.28E
234,ชลบุรี,บางละมุง,,Chon Buri,Bang Lamung,,12.933333,100.816667,N,E,12.56N,100.49E
235,ชลบุรี,บ้านบึง,,Chon Buri,Ban Bueng,,13.25,101.2,N,E,13.15N,101.12E
236,ชลบุรี,พนัสนิคม,,Chon Buri,Phanat Nikhom,,13.4,101.316667,N,E,13.24N,101.19E
237,ชลบุรี,พานทอง,,Chon Buri,Phan Thong,,13.483333,101.083333,N,E,13.29N,101.05E
238,ชลบุรี,เมืองชลบุรี,,Chon Buri,Mueang Chon Buri,,13.3,100.983333,N,E,13.18N,100.59E
239,ชลบุรี,ศรีราชา,,Chon Buri,Si Racha,,13.083333,101.05,N,E,13.05N,101.03E
240,ชลบุรี,สัตหีบ,,Chon Buri,Sattahip,,12.616667,100.916667,N,E,12.37N,100.55E
241,ชลบุรี,หนองใหญ่,,Chon Buri,Nong Yai,,13.116667,101.366667,N,E,13.07N,101.22E
242,ชัยนาท,เนินขาม,,Chai Nat,Noen Kham,,14.95,99.916667,N,E,14.57N,99.55E
243,ชัยนาท,มโนรมย์,,Chai Nat,Manorom,,15.266667,100.15,N,E,15.16N,100.09E
244,ชัยนาท,เมืองชัยนาท,,Chai Nat,Mueang Chai Nat,,15.233333,100.166667,N,E,15.14N,100.10E
245,ชัยนาท,วัดสิงห์,,Chai Nat,Wat Sing,,15.2,99.9,N,E,15.12N,99.54E
246,ชัยนาท,สรรคบุรี,,Chai Nat,Sankhaburi,,14.95,100.183333,N,E,14.57N,100.11E
247,ชัยนาท,สรรพยา,,Chai Nat,Sapphaya,,15.15,100.266667,N,E,15.09N,100.16E
248,ชัยนาท,หนองมะโมง,,Chai Nat,Nong Mamong,,15.283333,99.95,N,E,15.17N,99.57E
249,ชัยนาท,หันคา,,Chai Nat,Han Kha,,14.966667,99.9,N,E,14.58N,99.54E
250,ชัยภูมิ,เกษตรสมบูรณ์,,Chaiyaphum,Kaset Sombun,,16.116667,101.966667,N,E,16.07N,101.58E
251,ชัยภูมิ,แก้งคร้อ,,Chaiyaphum,Kaeng Kro,,16.133333,102.216667,N,E,16.08N,102.13E
252,ชัยภูมิ,คอนสวรรค์,,Chaiyaphum,Khon Sawan,,15.983333,102.283333,N,E,15.59N,102.17E
253,ชัยภูมิ,คอนสาร,,Chaiyaphum,Khon San,,16.633333,101.75,N,E,16.38N,101.45E
254,ชัยภูมิ,จัตุรัส,,Chaiyaphum,Chatturat,,15.65,101.816667,N,E,15.39N,101.49E
255,ชัยภูมิ,เทพสถิต,,Chaiyaphum,Thep Sathit,,15.533333,101.4,N,E,15.32N,101.24E
256,ชัยภูมิ,เนินสง่า,,Chaiyaphum,Noen Sanga,,15.533333,101.983333,N,E,15.32N,101.59E
257,ชัยภูมิ,บ้านขว้า,,Chaiyaphum,Ban Khwao,,15.816667,101.833333,N,E,15.49N,101.50E
258,ชัยภูมิ,บ้านแท่น,,Chaiyaphum,Ban Thaen,,16.4,102.333333,N,E,16.24N,102.20E
259,ชัยภูมิ,บำเหน็จณรงค์,,Chaiyaphum,Bamnet Narong,,15.5,101.616667,N,E,15.30N,101.37E
260,ชัยภูมิ,ภักดีชุมพล,,Chaiyaphum,Phakdi Chumphon,,16.016667,101.433333,N,E,16.01N,101.26E
261,ชัยภูมิ,ภูเขียว,,Chaiyaphum,Phu Khiao,,16.366667,102.166667,N,E,16.22N,102.10E
262,ชัยภูมิ,เมืองชัยภูมิ,,Chaiyaphum,Mueang Chaiyaphum,,15.9,102.016667,N,E,15.54N,102.01E
263,ชัยภูมิ,หนองบัวแดง,,Chaiyaphum,Nong Bua Daeng,,16.283333,101.6,N,E,16.17N,101.36E
264,ชัยภูมิ,หนองบัวระเหว,,Chaiyaphum,Nong Bua Rawe,,15.9,101.566667,N,E,15.54N,101.34E
265,ชุมพร,ท่าแซะ,,Chumphon,Tha Sae,,10.766667,99.066667,N,E,10.46N,99.04E
266,ชุมพร,ทุ่งตะโก,,Chumphon,Thung Tako,,10.083333,99.033333,N,E,10.05N,99.02E
267,ชุมพร,ปะทิว,,Chumphon,Pathio,,10.883333,99.433333,N,E,10.53N,99.26E
268,ชุมพร,พะโต๊ะ,,Chumphon,Phato,,9.883333,98.85,N,E,9.53N,98.51E
269,ชุมพร,เมืองชุมพร,,Chumphon,Mueang Chumphon,,10.433333,99.233333,N,E,10.26N,99.14E
270,ชุมพร,ละแม,,Chumphon,Lamae,,9.783333,99.016667,N,E,9.47N,99.01E
271,ชุมพร,สวี,,Chumphon,Sawi,,10.25,99.166667,N,E,10.15N,99.10E
272,ชุมพร,หลังสวน,,Chumphon,Lang Suan,,9.966667,99.05,N,E,9.58N,99.03E
273,เชียงราย,ขุนตาล,,Chiang Rai,Khun Tan,,19.883333,100.3,N,E,19.53N,100.18E
274,เชียงราย,เชียงของ,,Chiang Rai,Chiang Khong,,20.033333,100.3,N,E,20.02N,100.18E
275,เชียงราย,เชียงแสน,,Chiang Rai,Chiang Saen,,20.316667,100.033333,N,E,20.19N,100.02E
276,เชียงราย,เทิง,,Chiang Rai,Thoeng,,19.666667,100.166667,N,E,19.40N,100.10E
277,เชียงราย,ป่าแดด,,Chiang Rai,Pa Daet,,19.483333,100.0,N,E,19.29N,100.00E
278,เชียงราย,พญาเม็งราย,,Chiang Rai,Phaya Mengrai,,19.916667,100.2,N,E,19.55N,100.12E
279,เชียงราย,พาน,,Chiang Rai,Phan,,19.5,99.766667,N,E,19.30N,99.46E
280,เชียงราย,เมืองเชียงราย,,Chiang Rai,Mueang Chiang Rai,,19.933333,99.716667,N,E,19.56N,99.43E
281,เชียงราย,แม่จัน,,Chiang Rai,Mae Chan,,20.2,99.8,N,E,20.12N,99.48E
282,เชียงราย,แม่ลาว,,Chiang Rai,Mae Lao,,19.75,99.75,N,E,19.45N,99.45E
283,เชียงราย,แม่สรวย,,Chiang Rai,Mae Suai,,19.616667,99.45,N,E,19.37N,99.27E
284,เชียงราย,แม่สาย,,Chiang Rai,Mae Sai,,20.4,99.933333,N,E,20.24N,99.56E
285,เชียงราย,เวียงแก่น,,Chiang Rai,Wiang Kaen,,19.916667,100.45,N,E,19.55N,100.27E
286,เชียงราย,เวียงชัย,,Chiang Rai,Wiang Chai,,19.916667,100.0,N,E,19.55N,100.00E
287,เชียงราย,เวียงป่าเป้า,,Chiang Rai,Wiang Pa Pao,,19.4,99.45,N,E,19.24N,99.27E
288,เชียงใหม่,จอมทอง,,Chiang Mai,Chom Thong,,18.5,98.683333,N,E,18.30N,98.41E
289,เชียงใหม่,เชียงดาว,,Chiang Mai,Chiang Dao,,19.433333,98.883333,N,E,19.26N,98.53E
290,เชียงใหม่,ไชยปราการ,,Chiang Mai,Chai Prakan,,19.733333,99.183333,N,E,19.44N,99.11E
291,เชียงใหม่,ดอยเต่า,,Chiang Mai,Doi Tao,,17.883333,98.65,N,E,17.53N,98.39E
292,เชียงใหม่,ดอยสะเก็ด,,Chiang Mai,Doi Saket,,18.966667,99.233333,N,E,18.58N,99.14E
293,เชียงใหม่,ฝาง,,Chiang Mai,Fang,,19.783333,99.2,N,E,19.47N,99.12E
294,เชียงใหม่,พร้าว,,Chiang Mai,Phrao,,19.25,99.233333,N,E,19.15N,99.14E
295,เชียงใหม่,เมืองเชียงใหม่,,Chiang Mai,Mueang Chiang Mai,,18.8,98.966667,N,E,18.48N,98.58E
296,เชียงใหม่,แม่แจ่ม,,Chiang Mai,Mae Chaem,,18.866667,98.316667,N,E,18.52N,98.19E
297,เชียงใหม่,แม่แตง,,Chiang Mai,Mae Taeng,,19.183333,98.883333,N,E,19.11N,98.53E
298,เชียงใหม่,แม่ริม,,Chiang Mai,Mae Rim,,18.883333,98.9,N,E,18.53N,98.54E
299,เชียงใหม่,แม่วาง,,Chiang Mai,Mae Wang,,18.666667,98.666667,N,E,18.40N,98.40E
300,เชียงใหม่,แม่ออน,,Chiang Mai,Mae On,,18.583333,99.283333,N,E,18.35N,99.17E
301,เชียงใหม่,แม่อาย,,Chiang Mai,Mae Ai,,20.033333,99.333333,N,E,20.02N,99.20E
302,เชียงใหม่,เวียงแหง,,Chiang Mai,Wiang Haeng,,19.65,98.616667,N,E,19.39N,98.37E
303,เชียงใหม่,สะเมิง,,Chiang Mai,Samoeng,,18.983333,98.583333,N,E,18.59N,98.35E
304,เชียงใหม่,สันกำแพง,,Chiang Mai,San Kamphaeng,,18.766667,99.15,N,E,18.46N,99.09E
305,เชียงใหม่,สันทราย,,Chiang Mai,San Sai,,18.9,99.066667,N,E,18.54N,99.04E
306,เชียงใหม่,สันป่าตอง,,Chiang Mai,San Pa Tong,,18.6,98.883333,N,E,18.36N,98.53E
307,เชียงใหม่,สารภี,,Chiang Mai,Saraphi,,18.683333,99.033333,N,E,18.41N,99.02E
308,เชียงใหม่,หางดง,,Chiang Mai,Hang Dong,,18.733333,98.9,N,E,18.44N,98.54E
309,เชียงใหม่,อมก๋อย,,Chiang Mai,Omkoi,,17.583333,98.35,N,E,17.35N,98.21E
310,เชียงใหม่,ฮอด,,Chiang Mai,Hot,,18.133333,98.483333,N,E,18.08N,98.29E
311,ตรัง,กันตัง,,Trang,Kantang,,7.316667,99.35,N,E,7.19N,99.21E
312,ตรัง,นาโยง,,Trang,Na Yong,,7.533333,99.766667,N,E,7.32N,99.46E
313,ตรัง,ปะเหลียน,,Trang,Palian,,7.2,99.65,N,E,7.12N,99.39E
314,ตรัง,เมืองตรัง,,Trang,Mueang Trang,,7.583333,99.6,N,E,7.35N,99.36E
315,ตรัง,ย่านตาขาว,,Trang,Yan Ta Khao,,7.4,99.75,N,E,7.24N,99.45E
316,ตรัง,รัษฎา,,Trang,Ratsada,,7.916667,99.65,N,E,7.55N,99.39E
317,ตรัง,ลิเกา,,Trang,Likao,,7.516667,99.333333,N,E,7.31N,99.20E
318,ตรัง,วังวิเศษ,,Trang,Wang Wiset,,7.666667,99.45,N,E,7.40N,99.27E
319,ตรัง,ห้วยยอด,,Trang,Huai Yot,,7.8,99.6,N,E,7.48N,99.36E
320,ตราด,เกาะกูด,,Trat,Ko Kut,,11.766667,102.5,N,E,11.46N,102.30E
321,ตราด,เกาะช้าง,,Trat,Ko Chang,,11.933333,102.416667,N,E,11.56N,102.25E
322,ตราด,เขาสมิง,,Trat,Khao Saming,,12.5,102.45,N,E,12.30N,102.27E
323,ตราด,คลองใหญ่,,Trat,Khlong Yai,,11.883333,102.8,N,E,11.53N,102.48E
324,ตราด,บ่อไร่,,Trat,Bo Rai,,12.583333,102.533333,N,E,12.35N,102.32E
325,ตราด,เมืองตราด,,Trat,Mueang Trat,,12.216667,102.583333,N,E,12.13N,102.35E
326,ตราด,แหลมงอบ,,Trat,Laem Ngop,,12.216667,102.35,N,E,12.13N,102.21E
327,ตาก,ท่าสองยาง,,Tak,Tha Song Yang,,17.466667,98.183333,N,E,17.28N,98.11E
328,ตาก,บ้านตาก,,Tak,Ban Tak,,17.083333,99.0,N,E,17.05N,99.00E
329,ตาก,พบพระ,,Tak,Phop Phra,,16.466667,98.833333,N,E,16.28N,98.50E
330,ตาก,เมืองตาก,,Tak,Mueang Tak,,16.816667,99.1,N,E,16.49N,99.06E
331,ตาก,แม่ระมาด,,Tak,Mae Ramat,,17.1,98.6,N,E,17.06N,98.36E
332,ตาก,แม่สอด,,Tak,Mae Sot,,16.716667,98.733333,N,E,16.43N,98.44E
333,ตาก,สามเงา,,Tak,Sam Ngao,,17.333333,98.916667,N,E,17.20N,98.55E
334,ตาก,อุ้มผาง,,Tak,Umphang,,15.85,98.85,N,E,15.51N,98.51E
335,นครนายก,บ้านนา,,Nakhon Nayok,Ban Na,,14.25,101.05,N,E,14.15N,101.03E
336,นครนายก,ปากพลี,,Nakhon Nayok,Pak Phli,,14.083333,101.25,N,E,14.05N,101.15E
337,นครนายก,เมืองนครนายก,,Nakhon Nayok,Mueang Nakhon Nayok,,14.366667,101.333333,N,E,14.22N,101.20E
338,นครนายก,องครักษ์,,Nakhon Nayok,Ongkharak,,14.0,101.033333,N,E,14.00N,101.02E
339,นครปฐม,กำแพงแสน,,Nakhon Pathom,Kamphaeng Saen,,14.016667,99.95,N,E,14.01N,99.57E
340,นครปฐม,ดอนตูม,,Nakhon Pathom,Don Tum,,13.933333,100.1,N,E,13.56N,100.06E
341,นครปฐม,นครชัยศรี,,Nakhon Pathom,Nakhon Chai Si,,13.85,100.2,N,E,13.51N,100.12E
342,นครปฐม,บางเลน,,Nakhon Pathom,Bang Len,,14.116667,100.166667,N,E,14.07N,100.10E
343,นครปฐม,พุทธมณฑล,,Nakhon Pathom,Phutthamonthon,,13.816667,100.283333,N,E,13.49N,100.17E
344,นครปฐม,เมืองนครปฐม,,Nakhon Pathom,Mueang Nakhon Pathom,,13.85,100.016667,N,E,13.51N,100.01E
345,นครปฐม,สามพราน,,Nakhon Pathom,Sam Phran,,13.733333,100.266667,N,E,13.44N,100.16E
346,นครพนม,ท่าอุเทน,,Nakhon Phanom,Tha Uthen,,17.6,104.483333,N,E,17.36N,104.29E
347,นครพนม,ธาตุพนม,,Nakhon Phanom,That Phanom,,16.866667,104.7,N,E,16.52N,104.42E
348,นครพนม,นาแก,,Nakhon Phanom,Na Kae,,16.9,104.466667,N,E,16.54N,104.28E
349,นครพนม,นาทม,,Nakhon Phanom,Na Thom,,17.85,104.083333,N,E,17.51N,104.05E
350,นครพนม,นาหว้า,,Nakhon Phanom,Na Wa,,17.45,104.1,N,E,17.27N,104.06E
351,นครพนม,บ้านแพง,,Nakhon Phanom,Ban Phaeng,,17.8,104.25,N,E,17.48N,104.15E
352,นครพนม,ปลาปาก,,Nakhon Phanom,Pla Pak,,17.183333,104.533333,N,E,17.11N,104.32E
353,นครพนม,โพนสวรรค์,,Nakhon Phanom,Phon Sawan,,17.5,104.4,N,E,17.30N,104.24E
354,นครพนม,เมืองนครพนม,,Nakhon Phanom,Mueang Nakhon Phanom,,17.35,104.616667,N,E,17.21N,104.37E
355,นครพนม,เรณูนคร,,Nakhon Phanom,Renu Nakhon,,17.016667,104.65,N,E,17.01N,104.39E
356,นครพนม,ศรีสงคราม,,Nakhon Phanom,Si Songkhram,,17.666667,104.233333,N,E,17.40N,104.14E
357,นครราชสีมา,แก้งสนามนาง,,Nakhon Ratchasima,Kaeng Sanam Nang,,15.716667,102.25,N,E,15.43N,102.15E
358,นครราชสีมา,ขามทะเลสอ,,Nakhon Ratchasima,Kham Thale So,,15.033333,101.933333,N,E,15.02N,101.56E
359,นครราชสีมา,ขามสะแกสง,,Nakhon Ratchasima,Kham Sakaesaeng,,15.366667,102.183333,N,E,15.22N,102.11E
360,นครราชสีมา,คง,,Nakhon Ratchasima,Khong,,15.466667,102.233333,N,E,15.28N,102.14E
361,นครราชสีมา,ครบุรี,,Nakhon Ratchasima,Khon Buri,,14.283333,102.216667,N,E,14.17N,102.13E
362,นครราชสีมา,จักราช,,Nakhon Ratchasima,Chakkarat,,14.966667,102.383333,N,E,14.58N,102.23E
363,นครราชสีมา,ชุมพวง,,Nakhon Ratchasima,Chum Phuang,,15.3,102.8,N,E,15.18N,102.48E
364,นครราชสีมา,โชคชัย,,Nakhon Ratchasima,Chok Chai,,14.733333,102.2,N,E,14.44N,102.12E
365,นครราชสีมา,ด่านขุนทด,,Nakhon Ratchasima,Dan Khun Thot,,15.3,101.65,N,E,15.18N,101.39E
366,นครราชสีมา,โนนแดง,,Nakhon Ratchasima,Non Daeng,,15.433333,102.533333,N,E,15.26N,102.32E
367,นครราชสีมา,โนนไทย,,Nakhon Ratchasima,Non Thai,,15.233333,102.033333,N,E,15.14N,102.02E
